CÓDIGO,DESCRIÇÃO,NOVO VALOR (HM),VALOR (CUSTO),AUXILIAR,PORTE,FILME
30724244,"Osteotomias supra-acetabulares (Chiari. Pemberton. ""dial"". etc) - tratamento cirúrgico",458.33,0,2,5,0
30724252,Punção-biópsia coxo-femoral-artrocentese,129.78,0,0,1,0
30724260,Reconstrução de quadril com fixador externo,326.63,0,2,6,0
30724279,Revisão de artroplastias de quadril com retirada de componentes e implante de prótese,343.75,0,2,4,0
30724287,Tratamento  de necrose  avascular  por foragem de estaqueamento associada à necrose microcirúrgica  da cabeça femoral - tratamento cirúrgico,421.6,0,3,5,0
30725003,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (SISTEMA MÚSCULO ESQUELÉTICO E ARTICULAÇÕES) - COXA / FÊMUR,,,,,
30725011,Alongamento / transporte ósseo / pseudoartrose com fixador externo,427.77,0,2,4,0
30725020,Alongamento de fêmur - tratamento cirúrgico,549.99,0,2,4,0
30725038,Amputação ao nível da coxa - tratamento cirúrgico,343.75,0,2,3,0
30725046,Biópsia cirúrgica de fêmur,161.06,0,1,1,0
30725054,Correção de deformidade adquirida de fêmur com fixador externo,549.99,0,2,4,0
30725062,Descolamento epifisário (traumático ou não) - redução incruenta,110.02,0,0,1,0
30725070,Descolamento epifisário (traumático ou não) - tratamento cirúrgico,458.33,0,2,4,0
30725089,Encurtamento de fêmur - tratamento cirúrgico,343.75,0,2,3,0
30725097,Epifisiodese (por segmento) - tratamento cirúrgico,183.34,0,1,2,0
30725100,Fratura de fêmur - tratamento conservador com gesso,66.29,0,1,0,0
30725119,Fraturas de fêmur - redução incruenta,229.17,0,0,2,0
30725127,Fraturas de fêmur - tratamento cirúrgico,549.99,0,2,5,0
30725135,Fraturas.  pseudartroses.  correção  de  deformidades e  alongamentos com fixador externo dinâmico - tratamento cirúrgico,427.77,0,2,4,0
30725143,Osteomielite de fêmur - tratamento cirúrgico,412.5,0,2,4,0
30725151,Pseudartroses e/ou osteotomias - tratamento cirúrgico,549.99,0,2,4,0
30725160,Tratamento cirúrgico de fraturas com fixador externo,353.53,0,2,4,0
30726000,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (SISTEMA MÚSCULO ESQUELÉTICO E ARTICULAÇÕES) - JOELHO,,,,,
30726018,Artrite séptica - tratamento cirúrgico,206.24,0,1,2,0
30726026,Artrodese de joelho - tratamento cirúrgico,435.41,0,2,4,0
30726034,Artroplastia total de joelho com implantes - tratamento cirúrgico,825,0,2,5,0
30726042,Artrotomia - tratamento cirúrgico,160.41,0,1,2,0
30726050,Biópsia cirúrgica de joelho,160.41,0,1,2,0
30726069,Desarticulação de joelho - tratamento cirúrgico,366.67,0,2,3,0
30726077,Epifisites e tendinites - tratamento cirúrgico,219.69,0,1,3,0
30726085,Fratura de joelho - tratamento conservador,95.29,0,0,0,0
30726093,Fratura e/ou luxação de patela (inclusive osteocondral) - redução incruenta,110.02,0,0,1,0
30726107,Fratura e/ou luxação de patela - tratamento cirúrgico,229.17,0,1,3,0
30726115,Fraturas e/ou luxações ao nível do joelho - redução incruenta,115.41,0,0,0,0
30726123,Fraturas e/ou luxações ao nível do joelho - tratamento cirúrgico,458.33,0,2,3,0
30726131,Lesão aguda de ligamento colateral. associada a ligamento cruzado e menisco - tratamento cirúrgico,458.33,0,2,3,0
30726140,Lesões agudas e/ou luxações de meniscos (1 ou ambos) - tratamento cirúrgico,420.14,0,1,4,0
30726158,Lesões complexas de joelho (fratura com lesão ligamentar e meniscal) - tratamento cirúrgico,585.25,0,2,5,0
30726166,Lesões intrínsecas  de  joelho  (lesões  condrais.  osteocondrite dissecante. plica patológica. corpos livres. artrofitose.) - tratamento cirúrgico,219.69,0,1,3,0
30726174,Lesões ligamentares agudas - tratamento incruento,97.92,0,0,0,0
30726182,Lesões ligamentares agudas - tratamento cirúrgico,229.17,0,1,3,0
30726190,Lesões ligamentares periféricas crônicas - tratamento cirúrgico,343.75,0,2,3,0
30726204,Liberação lateral e facectomias - tratamento cirúrgico,219.69,0,1,3,0
30726212,Meniscorrafia - tratamento cirúrgico,229.17,0,1,3,0
30726220,Osteotomias ao nível do joelho - tratamento cirúrgico,366.67,0,2,3,0
30726239,Realinhamentos do aparelho extensor - tratamento cirúrgico,293.06,0,1,3,0
30726247,Reconstruções ligamentares do pivot central - tratamento cirúrgico,381.94,0,2,3,0
30726255,Revisões de artroplastia total - tratamento cirúrgico,422.12,0,2,5,0
30726263,Revisões de realinhamentos do aparelho extensor - tratamento cirúrgico,343.75,0,2,3,0
30726271,Revisões de reconstruções intra-articulares - tratamento cirúrgico,343.75,0,2,3,0
30726280,Toalete cirúrgica - correção de joelho flexo - tratamento cirúrgico,229.17,0,1,2,0
30726298,Transplantes homólogos ao nível do joelho - tratamento cirúrgico,219.69,0,1,3,0
30726301,Tratamento cirúrgico de luxações / artrodese / contraturas com fixador externo,353.53,0,2,4,0
30727006,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (SISTEMA MÚSCULO ESQUELÉTICO E ARTICULAÇÕES) - PERNA,,,,,
30727014,Alongamento / transporte ósseo / pseudoartrose com fixador externo,534.72,0,2,4,0
30727022,Alongamento com fixador dinâmico - tratamento cirúrgico,585.25,0,2,4,0
30727030,Alongamento dos ossos da perna - tratamento cirúrgico,585.25,0,2,4,0
30727049,Amputação de perna - tratamento cirúrgico,343.75,0,1,2,0
30727057,Biópsia cirúrgica de tíbia ou fíbula,137.51,0,1,1,0
30727065,Correção de deformidade adquirida de tíbia com fixador externo,534.72,0,2,4,0
30727073,Correção de deformidades congênitas na perna com fixador externo,534.72,0,2,4,0
30727081,Encurtamento dos ossos da perna - tratamento cirúrgico,366.67,0,2,3,0
30727090,Epifisiodese de tíbia / fíbula - tratamento cirúrgico,183.34,0,1,2,0
30727103,Fratura de osso da perna - tratamento conservador,40.35,0,1,0,0
30727111,Fraturas de fíbula (inclui o descolamento epifisário) - tratamento cirúrgico,248.27,0,1,3,0
30727120,Fraturas de fíbula - (inclui descolamento epifisário) - redução incruenta,75.36,0,0,0,0
30727138,Fraturas de tíbia associada ou não a fíbula (inclui descolamento epifisário) - tratamento cirúrgico,389.58,0,2,4,0
30727146,Fraturas de tíbia e fíbula (inclui descolamento epifisário) - redução incruenta,192.33,0,0,0,0
30727154,Osteomielite dos ossos da perna - tratamento cirúrgico,318.71,0,1,2,0
30727162,Osteotomias e/ou pseudartroses - tratamento cirúrgico,366.67,0,2,3,0
30727170,Transposição de fíbula/tíbia - tratamento cirúrgico,595.84,0,2,4,0
30727189,Tratamento cirúrgico de fraturas de tíbia com fixador externo,192.13,0,2,4,0
30728002,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (SISTEMA MÚSCULO ESQUELÉTICO E ARTICULAÇÕES) - TORNOZELO,,,,,
30728010,Amputação ao nível do tornozelo - tratamento cirúrgico,275,0,1,2,0
30728029,Artrite ou osteoartrite - tratamento cirúrgico,167.46,0,1,2,0
30728037,Artrodese (com ou sem alongamento simultâneo) com fixador externo,391.95,0,2,4,0
30728045,Artrodese ao nível do tornozelo - tratamento cirúrgico,320.83,0,1,3,0
30728053,Artroplastia de tornozelo (com implante) - tratamento cirúrgico,733.33,0,2,5,0
30728061,Artrorrise do tornozelo - tratamento cirúrgico,183.34,0,1,2,0
30728070,Artrotomia de tornozelo - tratamento cirúrgico,137.51,0,1,1,0
30728088,Biópsia cirúrgica do tornozelo,137.51,0,1,1,0
30728096,Fratura de tornozelo - tratamento conservador,76.94,0,0,0,0
30728100,Fraturas / pseudartroses / artroses / com fixador externo dinâmico - tratamento cirúrgico,368.9,0,2,4,0
30728118,Fraturas e/ou luxações ao nível do tornozelo - redução incruenta,125.07,0,0,1,0
30728126,Fraturas e/ou luxações ao nível do tornozelo - tratamento cirúrgico,370.03,0,2,3,0
30728134,Lesões ligamentares agudas ao nível do tornozelo - tratamento incruento,110.02,0,0,1,0
30728142,Lesões ligamentares agudas ao nível do tornozelo - tratamento cirúrgico,183.34,0,1,2,0
30728150,Lesões ligamentares crônicas ao nível do tornozelo - tratamento cirúrgico,305.55,0,1,3,0
30728169,Osteocondrite de tornozelo - tratamento cirúrgico,251.19,0,1,3,0
30728177,Pseudartroses ou osteotomias - tratamento cirúrgico,324.66,0,1,3,0
30729009,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (SISTEMA MÚSCULO ESQUELÉTICO E ARTICULAÇÕES) - PÉ,,,,,
30729017,Amputação ao nível do pé - tratamento cirúrgico,275,0,1,3,0
30729025,Amputação/desarticulação de pododáctilos (por segmento) - tratamento cirúrgico,114.58,0,1,1,0
30729033,Artrite ou osteoartrite dos ossos do pé (inclui osteomielite) - tratamento cirúrgico,152.78,0,1,2,0
30729041,Artrodese de tarso e/ou médio pé - tratamento cirúrgico,229.17,0,1,2,0
30729050,Artrodese metatarso - falângica ou interfalângica - tratamento cirúrgico,160.41,0,1,2,0
30729068,Biópsia cirúrgica dos ossos do pé,114.58,0,1,1,0
30729084,Correção de deformidades do pé com fixador externo dinâmico - tratamento cirúrgico,346,0,1,4,0
30729092,Correção de pé torto congênito com fixador externo,192.13,0,2,3,0
30729106,Deformidade dos dedos - tratamento cirúrgico,152.78,0,1,2,0
30729114,Exérese ungueal,104.45,0,0,0,0
30729122,Fasciotomia ou ressecção de fascia plantar - tratamento cirúrgico,114.58,0,1,1,0
30729130,Fratura de osso do pé - tratamento conservador,58.76,0,0,0,0
30729149,Fratura e/ou luxações do pé (exceto antepé) - redução incruenta,90.42,0,0,1,0
30729157,Fratura e/ou luxações do pé (exceto antepé) - tratamento cirúrgico,160.41,0,1,1,0
30729165,Fraturas e/ou luxações do antepé - redução incruenta,68.05,0,0,0,0
30729173,Fraturas e/ou luxações do antepé - tratamento cirúrgico,153.71,0,1,2,0
30729181,Hallux valgus (um pé) - tratamento cirúrgico,229.17,0,1,2,0
30729190,Osteotomia ou pseudartrose do tarso e médio pé - tratamento cirúrgico,190.97,0,1,2,0
30729203,Osteotomia ou pseudartrose dos metatarsos/falanges - tratamento cirúrgico,190.97,0,1,2,0
30729211,Osteotomias / fraturas com fixador externo,176.76,0,1,3,0
30729220,Pé plano/pé cavo/coalisão tarsal - tratamento cirúrgico,389.58,0,1,4,0
30729238,Pé torto congênito (um pé) - tratamento cirúrgico,458.33,0,1,4,0
30729246,Ressecção de osso do pé - tratamento cirúrgico,160.41,0,1,1,0
30729254,Retração cicatricial dos dedos,303.03,0,1,2,0
30729262,Rotura do tendão de Aquiles - tratamento incruento,90.42,0,0,1,0
30729270,Rotura do tendão de Aquiles - tratamento cirúrgico,190.97,0,1,2,0
30729289,Tratamento cirúrgico da sindactilia complexa e /ou múltipla,366.67,0,1,4,0
30729297,Tratamento cirúrgico da sindactilia simples,275,0,1,3,0
30729300,Tratamento cirúrgico de gigantismo,366.67,0,0,0,0
30729319,Tratamento cirúrgico de linfedema ao nível do pé,418.85,0,2,3,0
30729327,Tratamento cirúrgico de polidactilia múltipla e/ou complexa,305.55,0,0,1,0
30729335,Tratamento cirúrgico de polidactilia simples,190.58,0,0,1,0
30729343,Tratamento cirúrgico do mal perfurante plantar,160.41,0,1,1,0
30730007,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (SISTEMA MÚSCULO ESQUELÉTICO E ARTICULAÇÕES) - MÚSCULOS E FASCIAS,,,,,
30730015,Alongamento,125.07,0,1,2,0
30730023,Biópsia de músculo,89.34,0,1,1,0
30730031,Desbridamento cirúrgico de feridas ou extremidades,114.58,0,1,1,0
30730040,Desinserção ou miotomia,114.58,0,1,1,0
30730058,Dissecção muscular,160.41,0,1,1,0
30730066,Drenagem cirúrgica do psoas,160.41,0,1,2,0
30730074,Fasciotomia,152.78,0,1,2,0
30730082,Fasciotomia - por compartimento,250.14,0,1,3,0
30730090,Fasciotomias (descompressivas),229.17,0,1,3,0
30730104,Fasciotomias acima do punho,142.18,0,1,2,0
30730112,Miorrafias,137.51,0,1,1,0
30730155,Transposição muscular,183.34,0,1,2,0
30731003,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (SISTEMA MÚSCULO ESQUELÉTICO E ARTICULAÇÕES) - TENDÕES. BURSAS E SINÓVIAS,,,,,
30731011,Abertura de bainha tendinosa - tratamento cirúrgico,94.71,0,1,1,0
30731020,Biópsias cirúrgicas de tendões. bursas e sinóvias,94.71,0,1,1,0
30731038,Bursectomia - tratamento cirúrgico,114.58,0,1,1,0
30731046,Cisto sinovial - tratamento cirúrgico,137.51,0,1,1,0
30731054,Encurtamento de tendão - tratamento cirúrgico,160.41,0,1,2,0
30731062,Sinovectomia - tratamento cirúrgico,152.78,0,1,2,0
30731070,Tenoartroplastia para ossos do carpo,318.71,0,1,3,0
30731089,Tenodese,137.51,0,1,1,0
30731097,Tenólise no túnel osteofibroso,318.71,0,1,3,0
30731100,Tenólise/tendonese - tratamento cirúrgico,160.41,0,1,2,0
30731119,Tenoplastia / enxerto de tendão - tratamento cirúrgico,252.09,0,1,3,0
30731127,Tenoplastia de tendão em outras regiões,237.05,0,1,4,0
30731135,Tenorrafia múltipla em outras regiões,237.05,0,1,3,0
30731143,Tenorrafia no túnel osteofibroso - mais de 2 dígitos,137.51,0,1,2,0
30731151,Tenorrafia no túnel osteofibroso até 2 dígitos,265.15,0,1,2,0
30731160,Tenorrafia única em outras regiões,137.51,0,1,2,0
30731178,Tenossinovectomia de mão ou punho,137.51,0,1,2,0
30731186,Tenossinovites estenosantes - tratamento cirúrgico,80.53,0,1,1,0
30731194,Tenossinovites infecciosas - drenagem,114.58,0,1,1,0
30731208,Tenotomia,122.22,0,1,1,0
30731216,Transposição de mais de 1 tendão - tratamento cirúrgico,318.71,0,1,4,0
30731224,Transposição única de tendão,197.36,0,1,2,0
30731232,Tumores de tendão ou sinovial - tratamento cirúrgico,161.06,0,1,1,0
30732000,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (SISTEMA MÚSCULO ESQUELÉTICO E ARTICULAÇÕES) - OSSOS,,,,,
30732018,Curetagem ou ressecção em bloco de tumor com reconstrução e enxerto vascularizado,687.84,0,3,5,0
30732026,Enxerto ósseo,366.67,0,1,4,0
30732034,Ressecção da lesão com cimentação e osteosíntese,418.85,0,2,5,0
30732042,Revisão de endoprótese,751.07,0,0,5,0
30732085,Tumor ósseo (ressecção com substituição),691.86,0,2,5,0
30732093,Tumor ósseo (ressecção e artrodese),496.53,0,2,4,0
30732107,Tumor ósseo (ressecção e cimento),496.53,0,2,4,0
30732115,Tumor ósseo (ressecção e enxerto),595.84,0,2,4,0
30732123,Tumor ósseo (ressecção segmentar),152.78,0,1,2,0
30732131,Tumor ósseo (ressecção simples),183.34,0,1,2,0
30733006,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (SISTEMA MÚSCULO ESQUELÉTICO E ARTICULAÇÕES) - PROCEDIMENTOS VIDEOARTROSCÓPICOS DE JOELHO,,,,,
30733014,Sinovectomia total,420.14,0,1,4,0
30733022,Sinovectomia parcial ou subtotal,267.36,0,1,3,0
30733030,Condroplastia (com remoção de corpos livres),267.36,0,1,3,0
30733049,Osteocondroplastia – estabilização. ressecção e/ou plastia #,649.41,0,1,6,0
30733057,Meniscectomia - um menisco,297.92,0,1,4,0
30733065,Reparo ou sutura de um menisco,420.14,0,1,4,0
30733073,Reconstrução. retencionamento ou reforço do ligamento cruzado anterior ou posterior #,420.14,0,1,4,0
30733081,Fratura com redução e/ou estabilização da superfície articular - um compartimento #,420.14,0,1,4,0
30733090,Tratamento cirúrgico da artrofibrose #,584.09,0,1,6,0
30733103,Instabilidade femoro-patelar. release lateral da patela. retencionamento. reforço ou reconstrução do ligamento patelo-femoral medial #,420.14,0,1,4,0
30734002,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (SISTEMA MÚSCULO ESQUELÉTICO E ARTICULAÇÕES) - PROCEDIMENTOS VIDEOARTROSCÓPICOS DE TORNOZELO,,,,,
30734010,Sinovectomia total,420.14,0,1,4,0
30734029,Sinovectomia parcial ou subtotal,420.14,0,1,4,0
30734037,Condroplastia (com remoção de corpos livres),267.36,0,1,3,0
30734045,Osteocondroplastia - estabilização. ressecção e ou plastia (enxertia) #,420.14,0,1,6,0
30734053,Reconstrução. retencionamento ou reforço de ligamento,420.14,0,1,4,0
30734061,Fraturas – redução e estabilização de cada superfície,420.14,0,1,4,0
30735009,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (SISTEMA MÚSCULO ESQUELÉTICO E ARTICULAÇÕES) - PROCEDIMENTOS VIDEOARTROSCÓPICOS DE OMBRO,,,,,
30735017,Sinovectomia total,362.85,0,1,4,0
30735025,Sinovectomia parcial ou subtotal,362.85,0,1,4,0
30735033,Acromioplastia,420.14,0,1,4,0
30735041,Lesão labral,649.41,0,1,6,0
30735050,Luxação gleno-umeral,362.85,0,1,4,0
30735068,Ruptura do manguito rotador,420.14,0,1,4,0
30735076,Instabilidade multidirecional,649.41,0,1,6,0
30735084,Ressecção lateral da clavícula,420.14,0,1,4,0
30735092,Tenotomia da porção longa do bíceps,503.39,0,1,5,0
30736005,"PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (SISTEMA MÚSCULO ESQUELÉTICO E ARTICULAÇÕES) -
PROCEDIMENTOS VIDEOARTROSCÓPICOS DE COTOVELO",,,,,
30736013,Sinovectomia  total,420.14,0,1,4,0
30736021,Sinovectomia parcial ou subtotal,267.36,0,1,3,0
30736030,Condroplastia  (com remoção de  corpos livres),267.36,0,1,3,0
30736048,Osteocondroplastia – estabilização. ressecção e/ou plastia (enxertia) #,420.14,0,1,4,0
30736056,Reconstrução. retencionamento ou reforço de ligamento#,420.14,0,1,4,0
30736064,Fraturas: redução e estabilização para cada superfície,420.14,0,1,4,0
30737001,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (SISTEMA MÚSCULO ESQUELÉTICO E ARTICULAÇÕES) - PROCEDIMENTOS VIDEOARTROSCÓPICOS DE PUNHO E TÚNEL DO CARPO,,,,,
30737010,Sinovectomia total,420.14,0,1,4,0
30737028,Sinovectomia parcial ou subtotal,267.36,0,1,3,0
30737036,Condroplastia (com remoção de corpos livres),267.36,0,1,3,0
30737044,Osteocondroplastia – estabilização. ressecção e/ou plastia (enxertia),420.14,0,1,4,0
30737052,Reconstrução. retencionamento ou reforço de ligamento ou reparo de cartilagem triangular #,420.14,0,1,4,0
30737060,Fraturas -redução e estabilização de cada superfície,420.14,0,1,4,0
30737079,Túnel do carpo – descompressão,420.14,0,1,4,0
30738008,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (SISTEMA MÚSCULO ESQUELÉTICO E ARTICULAÇÕES) - PROCEDIMENTOS VIDEOARTROSCÓPICOS DE COXOFEMORAL,,,,,
30738016,Sinovectomia total,362.85,0,1,4,0
30738024,Sinovectomia parcial e/ou remoção de corpos livres,267.36,0,1,3,0
30738032,Desbridamento do labrum ou ligamento redondo com ou sem condroplastia,362.85,0,1,4,0
30738040,Tratamento do impacto femoro-acetabular,922.24,0,1,7,0
30738059,Condroplastia com sutura labral,753.16,0,1,6,0
30801001,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (SISTEMA RESPIRATÓRIO E MEDIASTINO) - TRAQUÉIA,,,,,
30801010,Colocação de órtose traqueal. traqueobrônquica ou brônquica. por via endoscópica (tubo de silicone ou metálico),259.72,0,1,3,0
30801028,Colocação de prótese traqueal ou traqueobrônquica (qualquer via),916.66,0,0,0,0
30801036,Fechamento de fístula tráqueo-cutânea,190.97,0,1,2,0
30801044,Punção traqueal,100.47,0,0,0,0
30801052,Ressecção carinal (traqueobrônquica),954.86,0,2,6,0
30801060,Ressecção de tumor traqueal,916.66,0,2,6,0
30801079,Traqueoplastia (qualquer via),916.66,0,2,5,0
30801087,Traqueorrafia (qualquer via),152.78,0,1,2,0
30801095,Traqueostomia,209.83,0,1,2,0
30801109,Traqueostomia com colocação de órtese traqueal ou traqueobrônquica por via cervical,305.55,0,1,3,0
30801117,Traqueostomia mediastinal,549.99,0,0,0,0
30801133,Plastia de traqueostoma,643.23,0,0,0,0
30801141,Traqueotomia ou fechamento cirúrgico,183.34,0,1,2,0
30801150,Troca de prótese tráqueo-esofágica,96.07,0,1,4,0
30801168,Ressecção de tumor traqueal por videotoracoscopia,916.67,0,2,6,0
30801176,Traqueorrafia por videotoracoscopia,152.78,0,1,3,0
30802008,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (SISTEMA RESPIRATÓRIO E MEDIASTINO) - BRÔNQUIOS,,,,,
30802016,Broncoplastia e/ou arterioplastia,687.5,0,0,0,0
30802024,Broncotomia e/ou broncorrafia,343.75,0,2,4,0
30802032,Colocação de molde brônquico por toracotomia,572.92,0,2,5,0
30802040,Broncoplastia e/ou arterioplastia por videotoracoscopia,687.49,0,2,6,0
30802059,Broncotomia e/ou broncorrafia por videotoracoscopia,343.75,0,2,4,0
30803004,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (SISTEMA RESPIRATÓRIO E MEDIASTINO) - PULMÃO,,,,,
30803012,Bulectomia unilateral,366.67,0,1,4,0
30803020,Cirurgia redutora do volume pulmonar unilateral (qualquer técnica),916.66,0,2,6,0
30803039,Cisto pulmonar congênito - tratamento cirúrgico,595.84,0,2,6,0
30803047,Correção de fístula bronco-pleural (qualquer técnica),687.5,0,2,6,0
30803055,Drenagem tubular aberta de cavidade pulmonar,305.55,0,1,3,0
30803063,Embolectomia pulmonar,664.58,0,2,6,0
30803071,Lobectomia por malformação pulmonar,595.84,0,0,0,0
30803080,Lobectomia pulmonar,595.84,0,2,4,0
30803098,Metastasectomia pulmonar unilateral (qualquer técnica),496.53,0,2,4,0
30803101,Pneumonectomia,595.84,0,0,0,0
30803110,Pneumonectomia de totalização,916.66,0,2,6,0
30803128,Pneumorrafia,504.16,0,1,4,0
30803136,Pneumostomia (cavernostomia) com costectomia e estoma cutâneo-cavitário,320.83,0,0,0,0
30803144,Posicionamento de agulhas radiativas por toracotomia (braquiterapia),381.94,0,2,4,0
30803152,Segmentectomia (qualquer técnica),595.84,0,2,5,0
30803160,Tromboendarterectomia pulmonar,1.681.17,0,2,6,0
30803179,Bulectomia unilateral por videotoracoscopia,366.67,0,2,5,0
30803209,Drenagem tubular aberta de cavidade pulmonar por videotoracoscopia,305.56,0,1,4,0
30803217,Lobectomia pulmonar por videotoracoscopia,595.84,0,2,6,0
30803225,Metastasectomia pulmonar unilateral por videotoracoscopia,496.53,0,2,6,0
30803233,Segmentectomia por videotoracoscopia,595.83,0,2,6,0
30804000,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (SISTEMA RESPIRATÓRIO E MEDIASTINO) - PLEURA,,,,,
30804019,Biópsia percutânea de pleura por agulha,100.47,0,0,0,0
30804027,Descorticação pulmonar,542.72,0,2,4,0
30804035,Pleurectomia,504.16,0,2,4,0
30804043,Pleurodese (qualquer técnica),91.66,0,0,4,0
30804051,Pleuroscopia,366.67,0,1,3,0
30804060,Pleurostomia (aberta),267.36,0,1,3,0
30804086,Punção pleural,100.47,0,1,0,0
30804094,Repleção de cavidade pleural com solução de antibiótico para tratamento de empiema,57.3,0,0,0,0
30804108,Ressecção de tumor da pleura localizado,504.16,0,2,4,0
30804116,Retirada de dreno tubular torácico (colocado em outro serviço),68.05,0,0,0,0
30804124,Tenda pleural,326.63,0,1,5,0
30804132,Toracostomia com drenagem pleural fechada,229.17,0,1,3,0
30804140,Tratamento operatório da hemorragia intrapleural,210.08,0,1,3,0
30804159,Descorticação pulmonar por videotoracoscopia,542.72,0,2,6,0
30804167,Pleurectomia por videotoracoscopia,504.16,0,2,5,0
30804175,Pleurodese por video,91.66,0,1,5,0
30804183,Pleuroscopia por vídeo,503.39,0,1,5,0
30804191,Ressecção de tumor da pleura localizado por vídeo,504.16,0,1,5,0
30804205,Tenda pleural por vídeo,326.63,0,1,5,0
30804213,Tratamento operatório da hemorragia intrapleural por  vídeo,210.08,0,2,5,0
30805007,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (SISTEMA RESPIRATÓRIO E MEDIASTINO) - MEDIASTINO,,,,,
30805015,Ressecção de bócio intratorácico,368.9,0,1,5,0
30805023,Biópsia de linfonodos pré-escalênicos ou do confluente venoso,76.39,0,1,0,0
30805031,Biópsia de tumor do mediastino (qualquer via),275,0,0,0,0
30805040,Cisto ou duplicação brônquica ou esôfagica - tratamento cirúrgico,435.41,0,0,0,0
30805074,Ligadura de artérias brônquicas por toracotomia para controle de hemoptise,534.72,0,2,5,0
30805082,Ligadura do ducto-torácico (qualquer via),496.53,0,2,4,0
30805090,Linfadenectomia mediastinal,537.97,0,2,6,0
30805104,Mediastinoscopia. via cervical,366.67,0,1,4,0
30805112,Mediastinotomia (via paraesternal. transesternal. cervical),366.67,0,1,4,0
30805120,Mediastinotomia extrapleural por via posterior,458.33,0,1,5,0
30805139,Pericardiotomia com abertura pleuro-pericárdica (qualquer técnica),649.41,0,1,6,0
30805147,Ressecção de tumor de mediastino,641.67,0,1,6,0
30805155,Timectomia (qualquer via),366.67,0,2,5,0
30805163,Tratamento da mediastinite (qualquer via),504.16,0,1,4,0
30805171,Vagotomia troncular terapêutica por toracotomia,496.53,0,2,4,0
30805180,Biópsia de tumor do mediastino por vídeo,249.77,0,1,4,0
30805198,Cisto ou duplicação brônquica ou esofágica – tratamento cirúrgico por vídeo,922.24,0,1,6,0
30805228,Linfadenectomia mediastinal por vídeo,753.16,0,2,6,0
30805236,Mediastinoscopia. via cervical por vídeo,537.97,0,1,5,0
30805244,Mediastinotomia extrapleural por via posterior por vídeo,458.33,0,1,5,0
30805252,Pericardiotomia com abertura pleuro-pericárdica por vídeo,826.17,0,1,6,0
30805260,Ressecção de tumor de mediastino por vídeo,1.129.74,0,2,7,0
30805279,Timectomia por vídeo,922.24,0,2,6,0
30805295,Retirada de corpo estranho do mediastino,457.28,0,2,4,0
30806003,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (SISTEMA RESPIRATÓRIO E MEDIASTINO) - DIAFRAGMA,,,,,
30806011,Abscesso subfrênico - tratamento cirúrgico,412.5,0,1,4,0
30806020,Eventração diafragmática - tratamento cirúrgico,504.16,0,0,0,0
30806038,Hérnia diafragmática - tratamento cirúrgico (qualquer técnica),549.99,0,2,3,0
30901006,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (SISTEMA CÁRDIO-CIRCULATÓRIO) - DEFEITOS CARDÍACOS CONGÊNITOS,,,,,
30901014,Ampliação (anel valvar. grandes vasos. átrio. ventrículo),802.08,0,2,6,0
30901022,Canal arterial persistente - correção cirúrgica,664.58,0,1,5,0
30901030,Coarctação da aorta - correção cirúrgica,664.58,0,2,5,0
30901049,Confecção de bandagem da artéria pulmonar,687.5,0,2,6,0
30901057,Correção cirúrgica da comunicação interatrial,687.5,0,2,6,0
30901065,Correção cirúrgica da comunicação interventricular,1.515.15,0,3,7,0
30901073,Correção de cardiopatia congênita + cirurgia valvar,1.364.15,0,3,8,0
30901081,Correção de cardiopatia congênita + revascularização do miocárdio,1.576.66,0,3,7,0
30901090,Redirecionamento do fluxo sanguíneo (com anastomose direta. retalho. tubo),916.66,0,2,6,0
30901103,Ressecção (infundíbulo. septo. membranas. bandas),916.66,0,2,6,0
30901111,Transposições (vasos. câmaras),1.145.83,0,2,6,0
30902002,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (SISTEMA CÁRDIO-CIRCULATÓRIO) - VALVOPLASTIAS,,,,,
30902010,Ampliação do anel valvar,916.66,0,2,6,0
30902029,Cirurgia multivalvar,2.582.40,0,1,11,0
30902037,Comissurotomia valvar,825,0,2,6,0
30902045,Plastia valvar,916.66,0,2,6,0
30902053,Troca valvar,1.695.82,0,3,7,0
